Comp_Name,Job_Title,Location,Category_Name
Confidential Company,Infrastructure SAN Storage and Data Protection Manager,"Cairo, Egypt",IT/Software Development
intrazero,Project Manager at Software House," 
Nasr City, Cairo",IT/Software Development
intrazero,Project Manager at Software House," 
Nasr City, Cairo",Project/Program Management
intrazero,Project Manager at Software House," 
Nasr City, Cairo",Engineering - Telecom/Technology
Expleo,Senior Project Manager | Banking," 
Maadi, Cairo",IT/Software Development
Expleo,Senior Project Manager | Banking," 
Maadi, Cairo",Project/Program Management
Expleo,Senior Project Manager | Banking," 
Maadi, Cairo",Engineering - Telecom/Technology
Sceel.io,Node JS Developer," 
Maadi, Cairo",IT/Software Development
Sceel.io,Node JS Developer," 
Maadi, Cairo",Engineering - Telecom/Technology
Sceel.io,Senior Ruby on rails Developer," 
Maadi, Cairo",IT/Software Development
Sceel.io,Senior Ruby on rails Developer," 
Maadi, Cairo",Engineering - Telecom/Technology
LINK TSP,Sr. Front End Developer," 
New Cairo, Cairo",IT/Software Development
EAST,ERP Senior Specialist," 
Maadi, Cairo",IT/Software Development
EAST,ERP Senior Specialist," 
Maadi, Cairo",Other
EAST,ERP Senior Specialist," 
Maadi, Cairo",Engineering - Other
Smartverse,Application Support Microsoft Dynamics AX2012R3," 
Heliopolis, Cairo",IT/Software Development
LxT,Data Engineer," 
Agouza, Giza",IT/Software Development
Confidential Company,Senior .Net Full Stack Developer,"Cairo, Egypt",IT/Software Development
Confidential Company,Senior .Net Full Stack Developer,"Cairo, Egypt",Engineering - Telecom/Technology
Viavi Solutions,Full Stack Developer," 
Maadi, Cairo",IT/Software Development
Viavi Solutions,Full Stack Developer," 
Maadi, Cairo",Engineering - Telecom/Technology
Basata,Senior Linux Engineer," 
Mokattam, Cairo",IT/Software Development
Basata,Senior Linux Engineer," 
Mokattam, Cairo",Engineering - Telecom/Technology
Azm development,Product Owner," 
Cairo, Egypt",IT/Software Development
Azm development,Product Owner," 
Cairo, Egypt",Project/Program Management
OdooTec,English speaking accountant who wants to shift career to IT," 
New Cairo, Cairo",Accounting/Finance
OdooTec,English speaking accountant who wants to shift career to IT," 
New Cairo, Cairo",IT/Software Development
GLOBAL AUTO,Information Technology Specialist," 
Sheraton, Cairo",IT/Software Development
WSC,Junior java developer," 
Dokki, Giza",IT/Software Development
Confidential Company,React JS Developer,"Cairo, Egypt",IT/Software Development
Telegeeks LLC,Business Development Manager," 
Downtown, Cairo",Business Development
Telegeeks LLC,Business Development Manager," 
Downtown, Cairo",Sales/Retail
Telegeeks LLC,Business Development Manager," 
Downtown, Cairo",Engineering - Telecom/Technology
ECONSTRUCT DESIGN & BUILD Pvt Ltd.,Software Engineer," 
Alexandria, Egypt",IT/Software Development
ECONSTRUCT DESIGN & BUILD Pvt Ltd.,Software Engineer," 
Alexandria, Egypt",Quality
ECONSTRUCT DESIGN & BUILD Pvt Ltd.,Software Engineer," 
Alexandria, Egypt",Engineering - Telecom/Technology
Giza Arabia Systems,Project Admin," 
Cairo, Egypt",Administration
Giza Arabia Systems,Project Admin," 
Cairo, Egypt",IT/Software Development
Giza Arabia Systems,Project Admin," 
Cairo, Egypt",Project/Program Management
Giza Arabia Systems,Senior Automation Specialist," 
Cairo, Egypt",Human Resources
Giza Arabia Systems,Senior Automation Specialist," 
Cairo, Egypt",Marketing/PR/Advertising
Giza Arabia Systems,Senior Automation Specialist," 
Cairo, Egypt",Media/Journalism/Publishing
Schneider Electric - Egypt,Regional Cooling Service Expert (Cooling systems/HVAC systems)," 
Cairo, Egypt",IT/Software Development
Schneider Electric - Egypt,Regional Cooling Service Expert (Cooling systems/HVAC systems)," 
Cairo, Egypt",Sales/Retail
Schneider Electric - Egypt,Regional Cooling Service Expert (Cooling systems/HVAC systems)," 
Cairo, Egypt",Engineering - Telecom/Technology
Antal International - Egypt,Senior Technical Talent Acquisition Consultant," 
Cairo, Egypt",Human Resources
Antal International - Egypt,Senior Technical Talent Acquisition Consultant," 
Cairo, Egypt",IT/Software Development
Antal International - Egypt,Senior Technical Talent Acquisition Consultant," 
Cairo, Egypt",Engineering - Telecom/Technology
DXC.technology,Test Engineer," 
Cairo, Egypt",IT/Software Development
DXC.technology,Test Engineer," 
Cairo, Egypt",Quality
DXC.technology,Test Engineer," 
Cairo, Egypt",Engineering - Telecom/Technology
Midea Group,IT operation and maintenance engineer," 
6th of October, Giza",IT/Software Development
Noases,Junior Computer Vision Engineer," 
Cairo, Egypt",IT/Software Development
IQRA Network,Customer Support Advisor," 
Cairo, Egypt",Administration
IQRA Network,Customer Support Advisor," 
Cairo, Egypt",Customer Service/Support
IQRA Network,Customer Support Advisor," 
Cairo, Egypt",IT/Software Development
Confidential Company,PHP Developer required,"Cairo, Egypt",Installation/Maintenance/Repair
Confidential Company,PHP Developer required,"Cairo, Egypt",IT/Software Development
Confidential Company,PHP Developer required,"Cairo, Egypt",Engineering - Telecom/Technology
Zeal Capital Market (Seychelles) Limited,Trading Services Specialist," 
Cairo, Egypt",Customer Service/Support
Zeal Capital Market (Seychelles) Limited,Trading Services Specialist," 
Cairo, Egypt",IT/Software Development
Zeal Capital Market (Seychelles) Limited,Trading Services Specialist," 
Cairo, Egypt",Sales/Retail
Schneider Electric - Egypt,Lead Management Engineer - French Speaker," 
Cairo, Egypt",Engineering - Construction/Civil/Architecture
Schneider Electric - Egypt,Lead Management Engineer - French Speaker," 
Cairo, Egypt",IT/Software Development
Schneider Electric - Egypt,Lead Management Engineer - French Speaker," 
Cairo, Egypt",Engineering - Telecom/Technology
PILLARS CONSULTANCY & RECRUITMENT,Sales Client Executive – Banking/Financial Services -Large Multinational IT," 
Cairo, Egypt",IT/Software Development
PILLARS CONSULTANCY & RECRUITMENT,Sales Client Executive – Banking/Financial Services -Large Multinational IT," 
Cairo, Egypt",Sales/Retail
PILLARS CONSULTANCY & RECRUITMENT,Sales Client Executive – Banking/Financial Services -Large Multinational IT," 
Cairo, Egypt",Engineering - Telecom/Technology
AFFSQUARE,Senior UI/UX Designer," 
Sheraton, Cairo",Creative/Design/Art
AFFSQUARE,Senior UI/UX Designer," 
Sheraton, Cairo",IT/Software Development
AFFSQUARE,Senior UI/UX Designer," 
Sheraton, Cairo",Engineering - Telecom/Technology
Confidential Company,Full Stack Developer - MERN,"Cairo, Egypt",IT/Software Development
Octane solutions,Mid Level Testing Engineer," 
Cairo, Egypt",Accounting/Finance
Octane solutions,Mid Level Testing Engineer," 
Cairo, Egypt",IT/Software Development
Octane solutions,Mid Level Testing Engineer," 
Cairo, Egypt",Engineering - Telecom/Technology
Octane solutions,Senior Testing Engineer," 
Cairo, Egypt",Accounting/Finance
Octane solutions,Senior Testing Engineer," 
Cairo, Egypt",IT/Software Development
Octane solutions,Senior Testing Engineer," 
Cairo, Egypt",Engineering - Telecom/Technology
Confidential Company,Digital Marketing Manager,"Cairo, Egypt",IT/Software Development
Confidential Company,Digital Marketing Manager,"Cairo, Egypt",Marketing/PR/Advertising
Confidential Company,PHP Backend Developer,"Cairo, Egypt",IT/Software Development
Confidential Company,PHP Backend Developer,"Cairo, Egypt",Engineering - Telecom/Technology
DXC.technology,Java Developer," 
Cairo, Egypt",IT/Software Development
DXC.technology,Java Developer," 
Cairo, Egypt",Quality
DXC.technology,Java Developer," 
Cairo, Egypt",Engineering - Telecom/Technology
Confidential Company,Flutter Mobile Developer,"Cairo, Egypt",IT/Software Development
Confidential Company,Flutter Mobile Developer,"Cairo, Egypt",Engineering - Telecom/Technology
Confidential Company,Data Analyst,"Cairo, Egypt",IT/Software Development
Confidential Company,Data Analyst,"Cairo, Egypt",Analyst/Research
Confidential Company,Data Analyst,"Cairo, Egypt",Engineering - Telecom/Technology
Confidential Company,Technical Support,"Cairo, Egypt",IT/Software Development
Confidential Company,Technical Support,"Cairo, Egypt",Engineering - Telecom/Technology
Raya Holding for Financial Investments,Senior Manager E-Payments Development," 
Cairo, Egypt",Business Development
Raya Holding for Financial Investments,Senior Manager E-Payments Development," 
Cairo, Egypt",IT/Software Development
Raya Holding for Financial Investments,Senior Manager E-Payments Development," 
Cairo, Egypt",Engineering - Telecom/Technology
Confidential Company,Product Manager,"Cairo, Egypt",IT/Software Development
Confidential Company,Product Manager,"Cairo, Egypt",Project/Program Management
Confidential Company,Product Manager,"Cairo, Egypt",Engineering - Telecom/Technology
SURE International Technology,Senior Front End Developer," 
Nasr City, Cairo",IT/Software Development
Xceed Contact Center,Information Security Senior Specialist," 
Maadi, Cairo",IT/Software Development
Xceed Contact Center,Information Security Senior Specialist," 
Maadi, Cairo",Engineering - Telecom/Technology
Ejada,Java Developer.," 
Heliopolis, Cairo",IT/Software Development
Roaya,Software Sales Account Manager," 
Maadi, Cairo",IT/Software Development
Roaya,Software Sales Account Manager," 
Maadi, Cairo",Sales/Retail
Roaya,Software Sales Account Manager," 
Maadi, Cairo",Engineering - Telecom/Technology
Egast,"SAP Consultant "" business One"""," 
Bab Sharq, Alexandria",Business Development
Aliaict,Digital Marketing Specialist," 
Nasr City, Cairo",Hospitality/Hotels/Food Services
Aliaict,Digital Marketing Specialist," 
Nasr City, Cairo",IT/Software Development
Aliaict,Digital Marketing Specialist," 
Nasr City, Cairo",Marketing/PR/Advertising
softprograms,Software Development Team Leader (Java & Angular)," 
Nasr City, Cairo",IT/Software Development
Arabian Advanced Systems,Senior React Developer," 
New Cairo, Cairo",IT/Software Development
Arabian Advanced Systems,Senior React Developer," 
New Cairo, Cairo",Engineering - Telecom/Technology
Network International -Egypt,Online Live Support Senior Specialist," 
New Cairo, Cairo",IT/Software Development
Network International -Egypt,Online Live Support Senior Specialist," 
New Cairo, Cairo",Engineering - Telecom/Technology
DX Republic,Java Spring Boot Developer," 
Maadi, Cairo",IT/Software Development
DX Republic,Java Spring Boot Developer," 
Maadi, Cairo",Engineering - Telecom/Technology
softprograms,Software Business Analyst," 
Nasr City, Cairo",IT/Software Development
softprograms,Software Business Analyst," 
Nasr City, Cairo",Analyst/Research
Samaya Electronics Egypt LTD,Embedded Hardware Senior Engineer," 
Nasr City, Cairo",IT/Software Development
Samaya Electronics Egypt LTD,Embedded Hardware Senior Engineer," 
Nasr City, Cairo",Engineering - Telecom/Technology
Samaya Electronics Egypt LTD,Embedded Hardware Senior Engineer," 
Nasr City, Cairo",Engineering - Mechanical/Electrical
softprograms,Senior Full Stack Developer (.NET Core & Angular)," 
Nasr City, Cairo",IT/Software Development
softprograms,Senior Software Testing Engineer," 
Nasr City, Cairo",IT/Software Development
softprograms,Senior Software Testing Engineer," 
Nasr City, Cairo",Quality
softprograms,Senior java Full Stack Developer (Spring Boot & Angular)," 
Nasr City, Cairo",IT/Software Development
EEC Group,Junior Web Developer - Full Stack," 
Sheraton, Cairo",IT/Software Development
EEC Group,Junior Web Developer - Full Stack," 
Sheraton, Cairo",Engineering - Telecom/Technology
Kian Alraqmih,SEO Specialist," 
Mansoura, Dakahlia",Writing/Editorial
Kian Alraqmih,SEO Specialist," 
Mansoura, Dakahlia",IT/Software Development
Kian Alraqmih,SEO Specialist," 
Mansoura, Dakahlia",Marketing/PR/Advertising
MICA,Network Instructor1," 
Haram, Giza",IT/Software Development
MICA,Network Instructor1," 
Haram, Giza",Education/Teaching
MICA,Network Instructor1," 
Haram, Giza",Training/Instructor
acwme,Technical Business Analyst and Project Manager," 
Downtown, Cairo",IT/Software Development
acwme,Technical Business Analyst and Project Manager," 
Downtown, Cairo",Project/Program Management
acwme,Technical Business Analyst and Project Manager," 
Downtown, Cairo",Analyst/Research
Four Seasons Hotels and Resorts,Assistant Director of Engineering," 
Cairo, Egypt",Administration
Four Seasons Hotels and Resorts,Assistant Director of Engineering," 
Cairo, Egypt",Engineering - Construction/Civil/Architecture
Four Seasons Hotels and Resorts,Assistant Director of Engineering," 
Cairo, Egypt",Engineering - Mechanical/Electrical
"Honeywell International, Inc.",Intern Bachelors Cyber Sec," 
Cairo, Egypt",Installation/Maintenance/Repair
"Honeywell International, Inc.",Intern Bachelors Cyber Sec," 
Cairo, Egypt",IT/Software Development
"Honeywell International, Inc.",Intern Bachelors Cyber Sec," 
Cairo, Egypt",Engineering - Telecom/Technology
Kuehne & Nagel Logistics,Sea Logistics Expert- Systems and process," 
Cairo, Egypt",IT/Software Development
Kuehne & Nagel Logistics,Sea Logistics Expert- Systems and process," 
Cairo, Egypt",Logistics/Supply Chain
Kuehne & Nagel Logistics,Sea Logistics Expert- Systems and process," 
Cairo, Egypt",Engineering - Telecom/Technology
S.C. Johnson & Son Inc,"Senior Associate, Packaging Engineer"," 
Cairo, Egypt",Engineering - Construction/Civil/Architecture
S.C. Johnson & Son Inc,"Senior Associate, Packaging Engineer"," 
Cairo, Egypt",IT/Software Development
S.C. Johnson & Son Inc,"Senior Associate, Packaging Engineer"," 
Cairo, Egypt",Engineering - Telecom/Technology
Raya Holding for Financial Investments,Infrastructure Manager," 
Cairo, Egypt",Engineering - Construction/Civil/Architecture
Raya Holding for Financial Investments,Infrastructure Manager," 
Cairo, Egypt",IT/Software Development
Raya Holding for Financial Investments,Infrastructure Manager," 
Cairo, Egypt",Engineering - Telecom/Technology
eBSEG,Senior Full Stack .Net Web Developer," 
Maadi, Cairo",IT/Software Development
eBSEG,Senior Full Stack .Net Web Developer," 
Maadi, Cairo",Engineering - Telecom/Technology
Confidential Company,Quality Manager,"Cairo, Egypt",IT/Software Development
Confidential Company,Quality Manager,"Cairo, Egypt",Operations/Management
Confidential Company,Quality Manager,"Cairo, Egypt",Quality
Kasrawy Group,CCTV Engineer (Light Current)," 
Abu Rawash, Giza",Installation/Maintenance/Repair
Kasrawy Group,CCTV Engineer (Light Current)," 
Abu Rawash, Giza",IT/Software Development
Kasrawy Group,CCTV Engineer (Light Current)," 
Abu Rawash, Giza",Engineering - Telecom/Technology
Measuresoft oil and gas Services,web developer," 
New Cairo, Cairo",IT/Software Development
Confidential Company,Application Manager,"Cairo, Egypt",IT/Software Development
Confidential Company,Senior .NET Core Web Developer,"Cairo, Egypt",IT/Software Development
Confidential Company,Senior Front End Developer (Angular Developer),"Cairo, Egypt",IT/Software Development
Global Academic Foundation Hosting University of Hertfordshire UH,Application Support Officer," 
New Capital, Cairo",Installation/Maintenance/Repair
Global Academic Foundation Hosting University of Hertfordshire UH,Application Support Officer," 
New Capital, Cairo",IT/Software Development
